,img_name,age,race,gender
30,90_0_0_20170117174931541.jpg.chip.jpg,0.7758621,0,0
31,40_0_0_20170113135437140.jpg.chip.jpg,0.3448276,0,0
32,52_0_3_20170119205650336.jpg.chip.jpg,0.44827586,3,0
33,60_1_0_20170110141756847.jpg.chip.jpg,0.51724136,0,1
34,30_0_1_20170113141843699.jpg.chip.jpg,0.25862068,1,0
35,42_0_0_20170117171624633.jpg.chip.jpg,0.36206895,0,0
36,37_0_1_20170117164405007.jpg.chip.jpg,0.31896552,1,0
37,52_0_0_20170104212337021.jpg.chip.jpg,0.44827586,0,0
38,6_1_0_20170109201058867.jpg.chip.jpg,0.05172414,0,1
39,37_0_3_20170119202500878.jpg.chip.jpg,0.31896552,3,0
40,26_1_2_20170116184250474.jpg.chip.jpg,0.22413793,2,1
41,21_1_2_20170116170801014.jpg.chip.jpg,0.18103448,2,1
42,26_1_0_20170117003314278.jpg.chip.jpg,0.22413793,0,1
43,26_1_3_20170119193147891.jpg.chip.jpg,0.22413793,3,1
44,55_0_3_20170119180841322.jpg.chip.jpg,0.47413793,3,0
45,28_0_1_20170117020144774.jpg.chip.jpg,0.2413793,1,0
46,25_0_0_20170119145504925.jpg.chip.jpg,0.21551724,0,0
47,49_0_0_20170117170554905.jpg.chip.jpg,0.4224138,0,0
48,77_0_2_20170112220236152.jpg.chip.jpg,0.6637931,2,0
49,70_0_0_20170117173655936.jpg.chip.jpg,0.6034483,0,0
50,26_1_4_20170117173903318.jpg.chip.jpg,0.22413793,4,1
51,28_1_2_20170116164759142.jpg.chip.jpg,0.2413793,2,1
52,62_0_1_20170113184846159.jpg.chip.jpg,0.5344828,1,0
53,24_1_2_20170116173442433.jpg.chip.jpg,0.20689656,2,1
54,39_1_4_20170105173036253.jpg.chip.jpg,0.33620688,4,1
55,6_1_2_20161219140554092.jpg.chip.jpg,0.05172414,2,1
56,21_1_1_20170112232020295.jpg.chip.jpg,0.18103448,1,1
57,41_1_1_20170116160915103.jpg.chip.jpg,0.35344827,1,1
58,25_1_2_20170116175249315.jpg.chip.jpg,0.21551724,2,1
59,1_1_3_20161219224539488.jpg.chip.jpg,0.00862069,3,1
60,38_0_0_20170104205946635.jpg.chip.jpg,0.3275862,0,0
61,4_1_4_20170103210349522.jpg.chip.jpg,0.03448276,4,1
62,12_1_0_20170109204750280.jpg.chip.jpg,0.10344828,0,1
63,26_1_1_20170116153217708.jpg.chip.jpg,0.22413793,1,1
64,34_0_0_20170117134854584.jpg.chip.jpg,0.29310346,0,0
65,20_1_0_20170117193547491.jpg.chip.jpg,0.1724138,0,1
66,24_1_0_20170116215636399.jpg.chip.jpg,0.20689656,0,1
67,10_0_0_20170110225402690.jpg.chip.jpg,0.0862069,0,0
68,25_1_4_20170103210241074.jpg.chip.jpg,0.21551724,4,1
69,26_0_4_20170117153706349.jpg.chip.jpg,0.22413793,4,0
70,24_1_3_20170104231344873.jpg.chip.jpg,0.20689656,3,1
71,58_0_0_20170111202848963.jpg.chip.jpg,0.5,0,0
72,54_1_0_20170117171505517.jpg.chip.jpg,0.46551725,0,1
73,35_0_0_20170117135019980.jpg.chip.jpg,0.30172414,0,0
74,26_0_3_20170119183739782.jpg.chip.jpg,0.22413793,3,0
75,1_0_2_20161219155413397.jpg.chip.jpg,0.00862069,2,0
76,22_0_2_20170104022354725.jpg.chip.jpg,0.18965517,2,0
77,90_0_1_20170117194324750.jpg.chip.jpg,0.7758621,1,0
78,2_0_2_20161219141643337.jpg.chip.jpg,0.01724138,2,0
79,2_1_2_20161219212055926.jpg.chip.jpg,0.01724138,2,1
80,45_0_0_20170117181818036.jpg.chip.jpg,0.38793105,0,0
81,28_1_1_20170117131034507.jpg.chip.jpg,0.2413793,1,1
82,26_0_1_20170113151548832.jpg.chip.jpg,0.22413793,1,0
83,32_0_2_20170116180704767.jpg.chip.jpg,0.27586207,2,0
84,38_1_1_20170113001855604.jpg.chip.jpg,0.3275862,1,1
85,66_1_0_20170110140921650.jpg.chip.jpg,0.5689655,0,1
86,27_1_2_20170104022251917.jpg.chip.jpg,0.23275863,2,1
87,33_0_0_20170117175820850.jpg.chip.jpg,0.28448275,0,0
88,65_0_0_20170117171434763.jpg.chip.jpg,0.5603448,0,0
89,26_1_0_20170105163250483.jpg.chip.jpg,0.22413793,0,1
90,40_0_1_20170117194506722.jpg.chip.jpg,0.3448276,1,0
91,22_1_1_20170114030312289.jpg.chip.jpg,0.18965517,1,1
92,45_0_1_20170120221116053.jpg.chip.jpg,0.38793105,1,0
93,3_0_0_20170110212651258.jpg.chip.jpg,0.02586207,0,0
94,26_1_1_20170116154712959.jpg.chip.jpg,0.22413793,1,1
95,51_0_0_20170111203742983.jpg.chip.jpg,0.43965518,0,0
96,21_1_4_20170103223249191.jpg.chip.jpg,0.18103448,4,1
97,50_0_0_20170117091017638.jpg.chip.jpg,0.43103448,0,0
98,37_0_0_20170109013120280.jpg.chip.jpg,0.31896552,0,0
99,43_0_0_20170104205227123.jpg.chip.jpg,0.37068966,0,0
100,36_0_0_20170117203455375.jpg.chip.jpg,0.31034482,0,0
101,24_1_1_20170116200854756.jpg.chip.jpg,0.20689656,1,1
102,59_1_1_20170116233345047.jpg.chip.jpg,0.5086207,1,1
103,17_0_1_20170113175010309.jpg.chip.jpg,0.14655173,1,0
104,32_1_0_20170104234949266.jpg.chip.jpg,0.27586207,0,1
105,39_0_1_20170116011220421.jpg.chip.jpg,0.33620688,1,0
106,38_1_2_20170116192323993.jpg.chip.jpg,0.3275862,2,1
107,52_1_0_20170104212301653.jpg.chip.jpg,0.44827586,0,1
108,1_0_2_20161219193903835.jpg.chip.jpg,0.00862069,2,0
109,21_0_0_20170117141603616.jpg.chip.jpg,0.18103448,0,0
110,27_0_0_20170117134951867.jpg.chip.jpg,0.23275863,0,0
111,30_1_0_20170117092552049.jpg.chip.jpg,0.25862068,0,1
112,69_1_0_20170110141848983.jpg.chip.jpg,0.5948276,0,1
113,1_0_2_20161219222749039.jpg.chip.jpg,0.00862069,2,0
114,24_1_4_20170117150727939.jpg.chip.jpg,0.20689656,4,1
115,48_0_3_20170119200357284.jpg.chip.jpg,0.41379312,3,0
116,74_1_2_20170105174904109.jpg.chip.jpg,0.63793105,2,1
117,37_1_1_20170105172932885.jpg.chip.jpg,0.31896552,1,1
118,25_0_0_20170117151628052.jpg.chip.jpg,0.21551724,0,0
119,14_1_3_20170104221658783.jpg.chip.jpg,0.12068965,3,1
120,31_1_0_20170117181938381.jpg.chip.jpg,0.2672414,0,1
121,28_1_3_20170104223241929.jpg.chip.jpg,0.2413793,3,1
122,28_0_1_20170117015454368.jpg.chip.jpg,0.2413793,1,0
123,42_0_3_20170119160350227.jpg.chip.jpg,0.36206895,3,0
124,26_1_1_20170116222916879.jpg.chip.jpg,0.22413793,1,1
125,4_1_3_20161220220857450.jpg.chip.jpg,0.03448276,3,1
126,54_0_0_20170111171747438.jpg.chip.jpg,0.46551725,0,0
127,84_1_2_20170120225608458.jpg.chip.jpg,0.7241379,2,1
128,30_1_0_20170117160402167.jpg.chip.jpg,0.25862068,0,1
129,45_1_0_20170117170556859.jpg.chip.jpg,0.38793105,0,1
130,24_1_2_20170116165951514.jpg.chip.jpg,0.20689656,2,1
131,45_0_0_20170117135103724.jpg.chip.jpg,0.38793105,0,0
132,20_1_1_20170112231738487.jpg.chip.jpg,0.1724138,1,1
133,40_1_1_20170113011754567.jpg.chip.jpg,0.3448276,1,1
134,56_0_0_20170116235429950.jpg.chip.jpg,0.4827586,0,0
135,35_1_0_20170117174759002.jpg.chip.jpg,0.30172414,0,1
136,54_0_3_20170119164452509.jpg.chip.jpg,0.46551725,3,0
137,32_1_1_20170113011313056.jpg.chip.jpg,0.27586207,1,1
138,56_1_0_20170110141552560.jpg.chip.jpg,0.4827586,0,1
139,37_1_1_20170112220140249.jpg.chip.jpg,0.31896552,1,1
140,20_0_0_20170116201258328.jpg.chip.jpg,0.1724138,0,0
141,45_1_0_20170108224914419.jpg.chip.jpg,0.38793105,0,1
142,55_0_3_20170119181409916.jpg.chip.jpg,0.47413793,3,0
143,1_0_0_20170110213015629.jpg.chip.jpg,0.00862069,0,0
144,62_0_2_20170112220447152.jpg.chip.jpg,0.5344828,2,0
145,27_0_2_20170116165157609.jpg.chip.jpg,0.23275863,2,0
146,30_1_3_20170119204037590.jpg.chip.jpg,0.25862068,3,1
147,85_1_0_20170110182428223.jpg.chip.jpg,0.73275864,0,1
148,1_0_1_20170110213701704.jpg.chip.jpg,0.00862069,1,0
149,26_1_4_20170117174153056.jpg.chip.jpg,0.22413793,4,1
150,46_0_3_20170119202242015.jpg.chip.jpg,0.39655173,3,0
151,30_0_1_20170117123910079.jpg.chip.jpg,0.25862068,1,0
152,28_0_1_20170117180140749.jpg.chip.jpg,0.2413793,1,0
153,26_1_0_20170109002353702.jpg.chip.jpg,0.22413793,0,1
154,1_0_2_20161219212444782.jpg.chip.jpg,0.00862069,2,0
155,26_0_0_20170120134634767.jpg.chip.jpg,0.22413793,0,0
156,30_0_1_20170116191707734.jpg.chip.jpg,0.25862068,1,0
157,27_0_2_20170116184844591.jpg.chip.jpg,0.23275863,2,0
158,25_0_3_20170117135612879.jpg.chip.jpg,0.21551724,3,0
159,61_1_0_20170110160643735.jpg.chip.jpg,0.5258621,0,1
160,50_0_1_20170113182107886.jpg.chip.jpg,0.43103448,1,0
161,8_1_0_20170109201107015.jpg.chip.jpg,0.06896552,0,1
162,58_0_1_20170117193000518.jpg.chip.jpg,0.5,1,0
163,36_0_1_20170113182511607.jpg.chip.jpg,0.31034482,1,0
164,22_1_3_20170104234459677.jpg.chip.jpg,0.18965517,3,1
165,70_0_1_20170120223446317.jpg.chip.jpg,0.6034483,1,0
166,60_1_0_20170110153047755.jpg.chip.jpg,0.51724136,0,1
167,37_0_0_20170117135948781.jpg.chip.jpg,0.31896552,0,0
168,30_1_1_20170112210348446.jpg.chip.jpg,0.25862068,1,1
169,1_0_2_20161219161855278.jpg.chip.jpg,0.00862069,2,0
170,55_0_3_20170119202635230.jpg.chip.jpg,0.47413793,3,0
171,90_1_0_20170110183452817.jpg.chip.jpg,0.7758621,0,1
172,47_0_1_20170117190323954.jpg.chip.jpg,0.4051724,1,0
173,24_1_0_20170116172723427.jpg.chip.jpg,0.20689656,0,1
174,64_0_3_20170113182054044.jpg.chip.jpg,0.55172414,3,0
175,24_1_2_20170116173403123.jpg.chip.jpg,0.20689656,2,1
176,32_0_1_20170113173613939.jpg.chip.jpg,0.27586207,1,0
177,27_1_4_20170112234325680.jpg.chip.jpg,0.23275863,4,1
178,36_0_2_20170104165035320.jpg.chip.jpg,0.31034482,2,0
179,30_0_1_20170117130118260.jpg.chip.jpg,0.25862068,1,0
180,43_1_1_20170113001944659.jpg.chip.jpg,0.37068966,1,1
181,29_1_3_20170117183023311.jpg.chip.jpg,0.25,3,1
182,30_1_1_20170112234651369.jpg.chip.jpg,0.25862068,1,1
183,1_1_1_20170109194654049.jpg.chip.jpg,0.00862069,1,1
184,41_0_0_20170105172936597.jpg.chip.jpg,0.35344827,0,0
185,1_0_3_20161220220116873.jpg.chip.jpg,0.00862069,3,0
186,32_0_0_20170104200805226.jpg.chip.jpg,0.27586207,0,0
187,2_1_4_20161221202901201.jpg.chip.jpg,0.01724138,4,1
188,26_0_1_20170117001235514.jpg.chip.jpg,0.22413793,1,0
189,28_1_1_20170117121917805.jpg.chip.jpg,0.2413793,1,1
190,45_0_0_20170104211648292.jpg.chip.jpg,0.38793105,0,0
191,30_1_0_20170117140336640.jpg.chip.jpg,0.25862068,0,1
192,27_0_1_20170104181441861.jpg.chip.jpg,0.23275863,1,0
193,35_0_0_20170116201759726.jpg.chip.jpg,0.30172414,0,0
194,21_1_1_20170112233528728.jpg.chip.jpg,0.18103448,1,1
195,22_1_3_20170119152504672.jpg.chip.jpg,0.18965517,3,1
196,32_1_3_20170104231906826.jpg.chip.jpg,0.27586207,3,1
197,49_1_0_20170111182452938.jpg.chip.jpg,0.4224138,0,1
198,54_0_1_20170113185028970.jpg.chip.jpg,0.46551725,1,0
199,40_0_0_20170117143324026.jpg.chip.jpg,0.3448276,0,0
200,1_1_2_20161219205233581.jpg.chip.jpg,0.00862069,2,1
201,58_0_1_20170117193132038.jpg.chip.jpg,0.5,1,0
202,21_1_2_20170105183505385.jpg.chip.jpg,0.18103448,2,1
203,22_0_0_20170104214301269.jpg.chip.jpg,0.18965517,0,0
204,61_0_3_20170109150814971.jpg.chip.jpg,0.5258621,3,0
205,45_0_0_20170117204042912.jpg.chip.jpg,0.38793105,0,0
206,21_1_1_20170114032152049.jpg.chip.jpg,0.18103448,1,1
207,31_1_1_20170113012712161.jpg.chip.jpg,0.2672414,1,1
208,26_1_0_20170116184526152.jpg.chip.jpg,0.22413793,0,1
209,24_1_3_20170104220232144.jpg.chip.jpg,0.20689656,3,1
210,20_0_0_20170120133527581.jpg.chip.jpg,0.1724138,0,0
211,28_0_0_20170113210605140.jpg.chip.jpg,0.2413793,0,0
212,88_1_0_20170110183542726.jpg.chip.jpg,0.7586207,0,1
213,25_1_1_20170117170628763.jpg.chip.jpg,0.21551724,1,1
214,38_0_1_20170116195906275.jpg.chip.jpg,0.3275862,1,0
215,16_1_0_20170116000649066.jpg.chip.jpg,0.13793103,0,1
216,32_0_3_20170119160433674.jpg.chip.jpg,0.27586207,3,0
217,23_1_1_20170116234631549.jpg.chip.jpg,0.19827586,1,1
218,45_1_4_20170117203805390.jpg.chip.jpg,0.38793105,4,1
219,24_1_1_20170115235630663.jpg.chip.jpg,0.20689656,1,1
220,26_1_0_20170117175344913.jpg.chip.jpg,0.22413793,0,1
221,28_0_4_20170117202327093.jpg.chip.jpg,0.2413793,4,0
222,15_1_1_20170112230550725.jpg.chip.jpg,0.12931034,1,1
223,26_1_3_20170104222745511.jpg.chip.jpg,0.22413793,3,1
224,67_0_0_20170104185427710.jpg.chip.jpg,0.57758623,0,0
225,13_0_0_20170104012320089.jpg.chip.jpg,0.112068966,0,0
226,27_1_4_20170103235051403.jpg.chip.jpg,0.23275863,4,1
227,16_0_0_20170110232200900.jpg.chip.jpg,0.13793103,0,0
228,26_0_1_20170116143057934.jpg.chip.jpg,0.22413793,1,0
229,1_0_2_20161219191035251.jpg.chip.jpg,0.00862069,2,0
230,50_1_0_20170117160743553.jpg.chip.jpg,0.43103448,0,1
231,85_0_0_20170110183613267.jpg.chip.jpg,0.73275864,0,0
232,45_0_0_20170120221555460.jpg.chip.jpg,0.38793105,0,0
233,50_1_0_20170104184846062.jpg.chip.jpg,0.43103448,0,1
234,9_0_1_20170110225612237.jpg.chip.jpg,0.077586204,1,0
235,34_0_0_20170117190336724.jpg.chip.jpg,0.29310346,0,0
236,25_1_1_20170112231455093.jpg.chip.jpg,0.21551724,1,1
237,4_0_1_20170104010848776.jpg.chip.jpg,0.03448276,1,0
238,36_1_1_20170117135855155.jpg.chip.jpg,0.31034482,1,1
239,45_0_0_20170117185108392.jpg.chip.jpg,0.38793105,0,0
240,47_0_3_20170109142337247.jpg.chip.jpg,0.4051724,3,0
241,45_0_3_20170119202040629.jpg.chip.jpg,0.38793105,3,0
242,80_1_0_20170110183817822.jpg.chip.jpg,0.6896552,0,1
243,1_1_4_20161221200103831.jpg.chip.jpg,0.00862069,4,1
244,1_1_2_20161219221237927.jpg.chip.jpg,0.00862069,2,1
245,2_1_3_20161219225310256.jpg.chip.jpg,0.01724138,3,1
246,54_0_0_20170111203603354.jpg.chip.jpg,0.46551725,0,0
247,35_0_4_20170117204336319.jpg.chip.jpg,0.30172414,4,0
248,1_0_0_20170110213328641.jpg.chip.jpg,0.00862069,0,0
249,25_1_4_20170103224747408.jpg.chip.jpg,0.21551724,4,1
250,27_0_3_20170117151048707.jpg.chip.jpg,0.23275863,3,0
251,1_1_0_20170109192752097.jpg.chip.jpg,0.00862069,0,1
252,50_1_1_20170117185827827.jpg.chip.jpg,0.43103448,1,1
253,38_0_3_20170117162532923.jpg.chip.jpg,0.3275862,3,0
254,16_0_3_20170110232150874.jpg.chip.jpg,0.13793103,3,0
255,35_0_2_20170116165347849.jpg.chip.jpg,0.30172414,2,0
256,34_1_1_20170117022208457.jpg.chip.jpg,0.29310346,1,1
257,16_0_0_20170104012305505.jpg.chip.jpg,0.13793103,0,0
258,50_0_0_20170104202456587.jpg.chip.jpg,0.43103448,0,0
259,27_1_1_20170117013821300.jpg.chip.jpg,0.23275863,1,1
260,65_1_0_20170110122721426.jpg.chip.jpg,0.5603448,0,1
261,41_1_1_20170117194317075.jpg.chip.jpg,0.35344827,1,1
262,52_1_1_20170105003356704.jpg.chip.jpg,0.44827586,1,1
263,26_0_3_20170119150512262.jpg.chip.jpg,0.22413793,3,0
264,86_1_0_20170110180108013.jpg.chip.jpg,0.7413793,0,1
265,65_0_1_20170113174447314.jpg.chip.jpg,0.5603448,1,0
266,3_1_2_20161219162958110.jpg.chip.jpg,0.02586207,2,1
267,37_0_2_20170116192053826.jpg.chip.jpg,0.31896552,2,0
268,69_1_2_20170111210824053.jpg.chip.jpg,0.5948276,2,1
269,26_0_0_20170116224849492.jpg.chip.jpg,0.22413793,0,0
270,28_1_0_20170116211818606.jpg.chip.jpg,0.2413793,0,1
271,18_0_2_20161219205328564.jpg.chip.jpg,0.15517241,2,0
272,29_1_1_20170116003347103.jpg.chip.jpg,0.25,1,1
273,16_0_0_20170110232528586.jpg.chip.jpg,0.13793103,0,0
274,68_0_0_20170109015134679.jpg.chip.jpg,0.5862069,0,0
275,32_1_1_20170116001955132.jpg.chip.jpg,0.27586207,1,1
276,12_1_0_20170109205056743.jpg.chip.jpg,0.10344828,0,1
277,26_1_3_20170104214236981.jpg.chip.jpg,0.22413793,3,1
278,29_0_0_20170103181910385.jpg.chip.jpg,0.25,0,0
279,37_1_1_20170114024523051.jpg.chip.jpg,0.31896552,1,1
280,1_0_4_20161221193041157.jpg.chip.jpg,0.00862069,4,0
281,9_0_0_20170110220110042.jpg.chip.jpg,0.077586204,0,0
282,26_0_0_20170113135244994.jpg.chip.jpg,0.22413793,0,0
283,36_1_1_20170112231520246.jpg.chip.jpg,0.31034482,1,1
284,58_0_0_20170117191921441.jpg.chip.jpg,0.5,0,0
285,26_1_0_20170116233751506.jpg.chip.jpg,0.22413793,0,1
286,8_1_0_20170109203602997.jpg.chip.jpg,0.06896552,0,1
287,1_1_2_20161219205048452.jpg.chip.jpg,0.00862069,2,1
288,4_1_0_20170119144520789.jpg.chip.jpg,0.03448276,0,1
289,24_0_1_20170117204443327.jpg.chip.jpg,0.20689656,1,0
290,31_1_3_20170117164736883.jpg.chip.jpg,0.2672414,3,1
291,16_1_1_20170114025520014.jpg.chip.jpg,0.13793103,1,1
292,30_1_0_20170117151304315.jpg.chip.jpg,0.25862068,0,1
293,21_1_1_20170114031500330.jpg.chip.jpg,0.18103448,1,1
294,37_0_3_20170119175010298.jpg.chip.jpg,0.31896552,3,0
295,78_0_0_20170120225240993.jpg.chip.jpg,0.67241377,0,0
296,50_0_3_20170119195739498.jpg.chip.jpg,0.43103448,3,0
297,17_1_0_20170109212812805.jpg.chip.jpg,0.14655173,0,1
298,2_0_3_20161219221730658.jpg.chip.jpg,0.01724138,3,0
299,25_1_0_20170116212058157.jpg.chip.jpg,0.21551724,0,1
300,30_1_3_20170117142506618.jpg.chip.jpg,0.25862068,3,1
301,29_1_1_20170113001358515.jpg.chip.jpg,0.25,1,1
302,25_0_0_20170117151532082.jpg.chip.jpg,0.21551724,0,0
303,32_1_0_20170117170718385.jpg.chip.jpg,0.27586207,0,1
304,34_0_4_20170117203232496.jpg.chip.jpg,0.29310346,4,0
305,38_1_0_20170117160605286.jpg.chip.jpg,0.3275862,0,1
306,32_1_2_20170116182311157.jpg.chip.jpg,0.27586207,2,1
307,20_1_2_20170108224309241.jpg.chip.jpg,0.1724138,2,1
308,7_1_4_20161223232252196.jpg.chip.jpg,0.060344826,4,1
309,26_1_3_20170117174605432.jpg.chip.jpg,0.22413793,3,1
310,54_0_0_20170113210127075.jpg.chip.jpg,0.46551725,0,0
311,45_0_3_20170119162821908.jpg.chip.jpg,0.38793105,3,0
312,37_0_1_20170113142027250.jpg.chip.jpg,0.31896552,1,0
313,40_0_2_20170104192758426.jpg.chip.jpg,0.3448276,2,0
314,26_1_2_20170116184313292.jpg.chip.jpg,0.22413793,2,1
315,67_0_0_20170109002158153.jpg.chip.jpg,0.57758623,0,0
316,29_1_1_20170116231359922.jpg.chip.jpg,0.25,1,1
317,26_1_1_20170116232325361.jpg.chip.jpg,0.22413793,1,1
318,58_0_4_20170117204733657.jpg.chip.jpg,0.5,4,0
319,4_0_2_20161219164003879.jpg.chip.jpg,0.03448276,2,0
320,28_1_1_20170116232347382.jpg.chip.jpg,0.2413793,1,1
321,26_1_3_20170119193118067.jpg.chip.jpg,0.22413793,3,1
322,54_0_2_20170112221955514.jpg.chip.jpg,0.46551725,2,0
323,25_1_3_20170119172106986.jpg.chip.jpg,0.21551724,3,1
324,2_1_4_20170103210839634.jpg.chip.jpg,0.01724138,4,1
325,60_0_3_20170119204824288.jpg.chip.jpg,0.51724136,3,0
326,3_1_0_20170109192420753.jpg.chip.jpg,0.02586207,0,1
327,3_1_2_20161219140825328.jpg.chip.jpg,0.02586207,2,1
328,54_0_0_20170109013346505.jpg.chip.jpg,0.46551725,0,0
329,42_0_0_20170104184018702.jpg.chip.jpg,0.36206895,0,0
330,39_1_3_20170104234551137.jpg.chip.jpg,0.33620688,3,1
331,30_1_2_20170116192047079.jpg.chip.jpg,0.25862068,2,1
332,1_1_3_20161220143400183.jpg.chip.jpg,0.00862069,3,1
333,30_0_0_20170104202149570.jpg.chip.jpg,0.25862068,0,0
334,88_1_3_20170110182318688.jpg.chip.jpg,0.7586207,3,1
335,64_1_0_20170110141132057.jpg.chip.jpg,0.55172414,0,1
336,10_1_0_20170109204148144.jpg.chip.jpg,0.0862069,0,1
337,70_1_0_20170113003731381.jpg.chip.jpg,0.6034483,0,1
338,1_1_0_20170109194117865.jpg.chip.jpg,0.00862069,0,1
339,58_0_1_20170113193258196.jpg.chip.jpg,0.5,1,0
340,9_0_0_20170110225341709.jpg.chip.jpg,0.077586204,0,0
341,80_0_2_20170112224352147.jpg.chip.jpg,0.6896552,2,0
342,20_1_0_20170117141400913.jpg.chip.jpg,0.1724138,0,1
343,61_0_0_20170104212151300.jpg.chip.jpg,0.5258621,0,0
344,39_1_1_20170116225010927.jpg.chip.jpg,0.33620688,1,1
345,62_1_0_20170110131856737.jpg.chip.jpg,0.5344828,0,1
346,36_0_3_20170119202127415.jpg.chip.jpg,0.31034482,3,0
347,28_1_0_20170116220923600.jpg.chip.jpg,0.2413793,0,1
348,76_0_0_20170113175603924.jpg.chip.jpg,0.6551724,0,0
349,28_1_1_20170116013959188.jpg.chip.jpg,0.2413793,1,1
350,26_1_2_20170116175847741.jpg.chip.jpg,0.22413793,2,1
351,42_0_0_20170113184108638.jpg.chip.jpg,0.36206895,0,0
352,24_1_2_20170104021917324.jpg.chip.jpg,0.20689656,2,1
353,30_1_0_20170117091918162.jpg.chip.jpg,0.25862068,0,1
354,58_1_0_20170117173311314.jpg.chip.jpg,0.5,0,1
355,26_1_3_20170119193128490.jpg.chip.jpg,0.22413793,3,1
356,34_1_0_20170103163530352.jpg.chip.jpg,0.29310346,0,1
357,28_1_3_20170109134902771.jpg.chip.jpg,0.2413793,3,1
358,25_1_3_20170119172138225.jpg.chip.jpg,0.21551724,3,1
359,50_1_0_20170113210319697.jpg.chip.jpg,0.43103448,0,1
360,47_0_0_20170116204821089.jpg.chip.jpg,0.4051724,0,0
361,26_1_3_20170104235113586.jpg.chip.jpg,0.22413793,3,1
362,24_1_0_20170105184011327.jpg.chip.jpg,0.20689656,0,1
363,35_1_1_20170116222842436.jpg.chip.jpg,0.30172414,1,1
364,43_1_3_20170109141039762.jpg.chip.jpg,0.37068966,3,1
365,17_0_1_20170116205618568.jpg.chip.jpg,0.14655173,1,0
366,20_0_1_20170113133103776.jpg.chip.jpg,0.1724138,1,0
367,60_0_3_20170104220126534.jpg.chip.jpg,0.51724136,3,0
368,27_0_1_20170113135622875.jpg.chip.jpg,0.23275863,1,0
369,10_0_0_20170110220033115.jpg.chip.jpg,0.0862069,0,0
370,22_0_2_20170116161333666.jpg.chip.jpg,0.18965517,2,0
371,26_0_1_20170117173502013.jpg.chip.jpg,0.22413793,1,0
372,70_1_3_20170109134219121.jpg.chip.jpg,0.6034483,3,1
373,51_0_0_20170120222902121.jpg.chip.jpg,0.43965518,0,0
374,51_0_1_20170117173507025.jpg.chip.jpg,0.43965518,1,0
375,2_0_2_20161219190253835.jpg.chip.jpg,0.01724138,2,0
376,8_1_4_20170103233220163.jpg.chip.jpg,0.06896552,4,1
377,28_1_2_20170104020754708.jpg.chip.jpg,0.2413793,2,1
378,20_0_0_20170116205525001.jpg.chip.jpg,0.1724138,0,0
379,23_0_4_20170103234919628.jpg.chip.jpg,0.19827586,4,0
380,65_0_0_20170116233734186.jpg.chip.jpg,0.5603448,0,0
381,26_0_1_20170113134354008.jpg.chip.jpg,0.22413793,1,0
382,27_0_3_20170104230153993.jpg.chip.jpg,0.23275863,3,0
383,55_0_1_20170116010914457.jpg.chip.jpg,0.47413793,1,0
384,34_0_2_20170119200711947.jpg.chip.jpg,0.29310346,2,0
385,40_0_0_20170117171009947.jpg.chip.jpg,0.3448276,0,0
386,35_1_0_20170117121850341.jpg.chip.jpg,0.30172414,0,1
387,35_0_1_20170117020814210.jpg.chip.jpg,0.30172414,1,0
